S_i,A_i
2156,2246
2986,535
3839,1486
1451,342
997,670
3040,2961
3129,897
4697,2371
2780,3106
3933,4282
1374,3995
2728,4642
4162,3268
185,3249
4152,4650
1671,226
464,4036
1585,4470
3891,1149
1237,1934
4081,2115
472,1460
4390,110
2344,4230
1062,2381
1238,31
364,935
2891,3545
3940,3017
1851,2739
3607,2587
762,2769
1459,572
4864,2984
4673,2809
2246,2697
2281,3752
16,4543
565,3511
277,3137
1095,4470
3880,4158
4281,3184
3069,2782
3258,3646
644,3675
1657,2551
2003,600
1412,1343
396,370
3911,1671
4774,2023
3915,4147
561,2782
294,3248
4020,3458
3794,4425
2833,3663
767,4326
2425,2123
307,4868
1411,3290
3036,3160
2283,2335
1686,1715
372,3633
1285,3115
4909,3089
1836,163
3720,4717
2116,3288
276,3058
1388,903
438,1090
889,3767
4164,2471
3797,445
306,4206
4531,4255
4038,3376
3619,1921
4966,4101
1013,3880
3968,4469
806,2393
4883,3121
3461,3123
840,3424
4743,3367
946,4433
3881,2885
4986,2470
4790,2405
1701,3011
1736,2028
517,1587
3329,3360
1801,4156
797,133
4207,3973
2356,1947
2240,4908
4175,2773
4447,647
2999,1107
607,4004
3214,142
25,4661
1516,3305
4622,4603
1827,433
420,2612
3089,2302
476,1040
1994,4817
1460,4238
563,4766
964,2089
4901,3294
3669,3427
2102,3979
3165,2747
2719,1970
4405,1803
624,1295
1088,2945
2171,4214
2099,3233
4898,2990
1353,1537
601,1922
3453,1497
4269,807
2346,602
2911,4724
1950,514
3314,1718
4596,4562
154,4277
567,3920
3392,584
772,2637
4250,3510
1413,2832
4151,1653
444,4140
3284,4944
2845,4656
3554,1549
1783,2909
134,2469
4641,617
2728,2076
3250,1831
3523,777
4334,137
1206,2636
4477,1503
2666,3977
1312,614
1387,4501
3400,1668
1513,4788
3594,696
4779,4537
275,4502
2720,450
2470,1235
2024,2921
4501,3439
2880,3919
3395,1396
2316,4638
345,3473
1699,3440
2581,4765
151,4949
1593,204
81,1456
4321,857
4667,205
3242,1135
1559,1827
4299,1584
4402,1834
4448,3451
4877,3370
779,3935
2258,2505
1,3441
3018,2907
4437,1657
1084,2205
3866,2859
1588,3763
1974,4432
3708,1278
40,4911
377,1583
3967,2207
499,932
2158,2361
1810,3531
1261,1812
2623,3508
2232,796
2147,3083
3052,1477
2174,4535
3309,4462
2231,3080
4722,682
1636,4122
473,2060
3766,2838
1957,4244
2215,3531
4030,4134
4572,3271
3633,2314
2437,3277
3522,2301
1960,3009
2640,280
93,4972
3987,1194
4598,1930
2924,4281
2515,3374
2940,2767
1641,3551
886,3802
1564,1861
4281,1314
1030,2353
4651,2201
2390,1581
2833,1426
2861,1266
1014,2821
4361,472
2765,2205
124,1146
678,3461
3763,2835
4704,668
1392,4931
3742,2161
3602,2362
1790,2161
4413,2781
1795,1001
3012,4375
230,4401
500,4392
4443,4435
2962,786
2735,2051
4892,1988
4081,3244
4814,179
1516,2880
853,4394
4777,4831
605,331
3073,3824
1763,4232
2655,3443
4779,1069
1523,2954
4202,3631
3841,3380
4473,2720
4384,3239
427,839
2231,4647
806,2846
97,1297
4335,1187
4874,263
4064,869
1478,726
729,3341
826,371
3991,1722
2935,1402
1670,978
3641,3579
4936,2059
2376,4320
4719,601
4809,3631
4371,3887
2828,2696
2828,890
2995,2901
714,373
3096,3767
3451,67
3493,4977
1012,1145
1957,1013
4011,1622
3840,3394
21,3868
3845,3565
2130,3116
3960,4031
3702,2493
445,4066
1463,2085
2523,4584
4182,59
1226,3825
365,4482
3964,3244
4188,3787
889,4371
1911,4713
4677,719
284,2208
1622,1966
297,1776
977,4001
3487,678
311,1388
1387,4426
1721,4510
2420,4702
4480,1759
4341,2607
1226,1899
2431,1814
4415,3037
3087,1040
4872,4891
3076,4425
4312,3240
1678,2186
3457,730
2084,2790
1557,388
1134,1988
2529,2884
3985,3729
2181,4069
3610,2358
1419,2120
2868,261
3283,4718
3827,616
3982,639
4946,855
1449,2007
3621,1835
965,4346
3684,1010
655,147
2939,2206
4330,1669
676,1391
1238,4611
3669,3929
4573,4305
584,3060
4236,4651
4456,124
4652,3102
1773,1890
4265,4795
4881,4627
3038,4643
2845,1975
4145,2011
2859,1946
540,528
1608,2173
27,3598
3575,616
164,4799
4318,2194
1595,1604
1510,4256
3635,1755
175,3087
2008,2094
1719,2864
2004,1802
223,1532
344,2626
3532,4370
3268,955
3188,2440
2259,2957
301,4185
517,928
3426,1309
3719,2919
4693,3852
1053,4232
38,4336
641,2332
194,1684
1828,2397
2088,659
4395,3233
250,3792
2370,4386
3378,1861
3413,3825
1109,2220
353,1863
2952,1845
1374,1082
1448,2820
1144,1763
92,1828
2916,612
1322,470
1700,3837
2327,3042
1454,2079
667,1396
497,180
1981,4645
2376,34
2316,2261
2791,3741
3052,2795
3849,1278
1437,1301
4761,4030
3807,799
1377,4424
2860,2821
4029,397
99,3670
1325,1590
2692,1951
742,4282
4085,2971
999,3284
1983,3159
3833,96
4467,1689
4857,2268
3074,4893
2315,2307
4647,4842
2253,4782
3706,680
3700,3687
641,89
2407,1412
473,2670
1929,1537
1686,2498
1586,2694
3206,528
1903,2846
3641,882
3497,240
3374,1373
222,234
4292,4108
2720,997
4078,2450
3103,1575
2716,304
1416,3086
1474,736
4817,3258
3279,331
3617,3601
4345,3024
487,465
3038,180
1351,2188
2172,1452
4830,4693
3735,4786
2610,4436
1254,2761
1670,24
1165,581
2448,3193
3138,4580
1981,241
1715,2085
3776,4196
3486,2897
2733,3404
2423,4106
985,2967
4780,3329
1642,2938
460,1558
569,2082
810,203
4796,4278
1914,2039
2613,834
2462,115
584,1812
250,2799
18,2370
3161,3740
1423,3685
2514,1350
4728,1915
644,1024
1011,222
880,3397
4467,1537
3772,4218
277,4212
74,260
2045,539
2347,3179
4553,2342
3126,1109
2928,259
4966,1721
4990,2993
3297,4026
2739,1104
2181,1880
628,532
2147,1206
655,770
4693,2739
3557,1575
3830,3185
1086,3409
3028,486
4116,3473
886,3518
515,141
1104,4766
1676,4024
4147,671
4677,3878
4910,4140
409,186
2903,1504
1124,3441
2881,2023
4870,3622
2248,3344
1064,2299
4947,4877
2685,1042
1728,4470
433,2005
3497,4038
874,2060
3315,3836
2677,3820
4146,814
2256,4553
1789,3546
1878,3420
886,3830
1530,1406
3939,3803
1954,1062
1496,4344
484,4864
3286,3593
1144,2366
314,4432
4902,196
3029,1199
347,3710
4361,805
894,1024
2845,1631
1782,188
1559,2928
3461,4932
1642,903
2876,2471
3966,1489
2148,4642
1056,3511
2333,421
4975,1233
3889,3429
1480,4457
4068,3866
3089,1708
4848,2576
1827,4163
1407,592
3271,1688
2995,1526
2957,3842
1200,136
1709,1688
4021,2915
739,2510
887,426
340,3935
933,1399
2203,1171
972,120
583,2657
354,2343
2461,3869
4721,3453
3572,2934
3750,440
2021,2575
4595,4592
4985,2601
1077,1454
2846,638
1266,4581
2614,267
2448,3501
2972,47
1049,1273
322,4595
3643,3168
2448,1591
527,1848
22,3552
539,222
3954,2808
1822,3166
1956,2804
1822,755
4885,426
4990,2581
3154,2656
2009,2329
1153,4754
4292,4091
2888,3486
2066,1027
2545,3960
3103,1715
1720,4167
3655,4970
2973,2957
1136,1215
4661,4363
3736,3946
4393,2055
1305,1066
2904,1762
1904,704
4241,2325
2805,1107
2362,1396
1050,3177
420,21
4594,2546
3137,2768
144,901
1165,3588
1149,3920
1482,2683
4810,4390
1529,4797
3097,2926
1322,2090
1504,2017
1290,993
4043,3380
2961,3886
1363,1500
2824,2297
4612,3984
1173,3124
225,4017
3953,4606
2643,3522
1385,2642
2589,3221
2510,3034
3955,3679
3503,105
3492,2768
2545,1005
4585,1438
3666,2375
1484,2175
155,1961
2562,23
379,2560
2265,3065
1219,2815
3451,3229
2161,3062
4515,3721
259,2451
805,4914
2512,4786
4457,2811
2712,1753
561,1311
1360,3937
3543,3386
2183,2179
3940,3930
1407,4130
4855,2492
917,2692
2580,3834
2694,3989
4956,954
915,4256
837,3029
3813,4199
190,4930
2686,199
1327,3419
4273,2875
4822,3663
1824,3479
3941,2241
4057,3006
2082,3565
2854,1526
4991,4362
4116,4427
4495,142
4106,4728
4272,2275
1228,4083
1735,199
182,238
1278,2668
4700,3406
4078,1343
4076,1167
1413,950
664,483
1601,3902
217,2472
8,2052
3410,2478
17,2183
2987,3670
4917,4764
1623,4241
263,3913
53,3998
849,4005
4384,2599
928,2125
808,2088
321,3143
773,3698
716,2060
1068,2927
2474,4348
3735,1207
3927,1928
3866,1338
2870,1093
2158,3785
1665,4349
22,3209
3712,1761
4555,2069
2648,629
2886,643
4678,4945
2831,4339
1983,437
3143,1579
3888,2149
2375,1027
2881,3498
531,1882
3406,4491
2514,3922
3944,804
2865,2652
1732,4733
38,2232
4977,377
1323,1127
1843,1720
4208,862
3375,1317
959,4709
2331,3672
3746,1887
4015,2130
1453,894
2548,4044
2004,25
1833,2399
3398,1736
854,1486
3675,996
4451,2023
1548,4933
2734,3972
203,2757
4949,1826
4676,3641
936,1687
1131,1663
1136,3970
2308,3510
2677,3160
283,393
2584,735
2036,665
2514,2717
3539,3785
3791,3018
806,72
2043,1069
1076,4851
3642,2609
765,359
3383,1126
2666,2885
4552,419
1257,1771
3534,145
4038,3802
1289,144
2709,4737
996,733
893,2536
1073,2737
2389,3750
3944,4869
3356,44
186,1475
3600,910
2717,1244
120,4878
49,3175
4651,1722
4826,2616
2578,815
3827,4817
96,1899
2988,3511
4124,2281
3078,5000
1823,2435
278,827
1069,3804
3669,4777
4979,4608
3018,1894
3923,2733
216,1557
46,528
2326,1965
371,775
1614,4818
3884,155
418,4059
3133,1837
2562,4025
67,1180
4409,3297
1008,3845
1823,910
3185,4918
4504,4230
3494,4033
4540,4797
3768,141
4692,116
3669,86
780,593
2659,3627
3636,3816
3413,3161
459,3561
293,3489
793,2337
2840,3888
1543,4367
176,3106
4769,2806
1601,4202
977,3697
2668,386
477,4992
2474,1037
3473,3105
1556,4127
2542,2740
2042,678
3439,4611
2893,129
4172,1533
1725,429
640,4680
3213,2699
985,3134
1242,399
4021,4224
1184,1920
4190,3229
3949,1916
4648,3045
1103,4382
2403,952
2924,4652
4653,3340
4114,3174
1546,2350
2,4997
885,4540
3434,2208
1139,3604
2611,1888
3771,3376
718,3878
2686,46
4375,2002
706,2250
4148,3951
1190,2238
1542,906
2985,2567
4590,3302
3811,3867
2944,1084
2278,4697
4609,4159
740,64
1946,1624
4833,3129
1994,1974
1188,3043
415,3877
1198,2984
3193,3772
1338,3256
4269,1111
3389,145
3673,513
3243,1076
401,3838
2519,2707
960,1485
4511,3703
4567,3471
1171,3379
1664,1698
3512,2607
3217,2739
3134,3157
3287,2004
4802,1236
1498,4653
1003,3238
2683,4328
3895,3463
894,930
4868,1723
3046,4773
4040,1391
2317,4168
1255,894
2149,1682
3584,4194
899,2735
1945,1910
4595,972
1583,120
80,4843
2766,3273
4504,4336
3417,3407
2945,4078
990,4287
4716,1892
3636,1401
1479,70
319,300
28,956
3376,2606
746,246
4247,1516
4352,2246
318,4274
692,3180
4636,4474
1083,4179
3129,88
3741,2989
510,3471
2282,1373
1669,4692
2301,2689
4629,2082
398,3562
492,4834
553,3300
1012,4631
3295,2618
2961,2805
3964,4555
4270,4630
3374,3975
4826,1075
3720,3661
1095,2815
3386,4993
1386,3390
3596,1008
4298,3779
1387,191
2433,3144
2592,2345
4927,3498
220,1578
3153,2460
107,3202
1803,192
830,3473
2659,3414
1864,4291
2872,2378
3532,1244
1432,395
4708,3413
3363,2462
253,4405
3592,3704
977,1643
2689,1047
3065,933
1868,1779
4084,1705
1199,215
4613,2199
1280,1413
3315,1394
3137,1071
4694,3827
3207,4370
1118,3684
2343,2489
1269,2069
3622,1230
1047,793
2769,2668
1355,1486
2021,2855
4955,928
3491,2394
967,4721
2959,2531
1618,4884
1484,657
3384,3773
2536,1285
2393,4504
2229,4333
2880,3891
2114,4474
4772,1729
948,1128
4293,1525
4118,2181
3818,4168
1676,8
438,3930
1729,1574
1283,2493
4551,1967
3901,792
4650,2383
2057,568
3618,188
4304,60
1481,1538
2693,3283
751,572
3892,1898
77,3482
2828,119
2943,1119
1927,898
438,1881
956,4006
1888,328
1573,2030
1130,4332
1565,3364
753,2481
4602,614
3592,4782
1368,3389
2632,4697
420,2248
1599,4204
1458,2328
1270,2035
2863,1349
1985,4188
2153,538
477,4916
4421,1017
361,2069
4649,3002
4006,1446
1719,3555
2003,2449
3930,169
4934,2595
4076,180
1412,4224
4201,3708
1527,1338
4549,3538
1037,4726
4409,2598
2099,1336
3090,2915
3530,1560
1824,2574
1864,1013
935,1495
4166,149
4386,2813
2532,3965
481,3650
2767,1478
21,736
3519,4853
100,4822
4189,2979
1008,2047
430,2630
4407,923
2636,4433
2220,3745
888,3570
528,4364
1701,3447
4241,1291
66,1791
4803,3531
3187,1625
2508,2772
1949,985
3450,1627
1509,572
920,1371
2627,2629
4449,4360
1125,1281
4335,4888
3657,2285
2709,2704
2157,1935
2583,463
3345,4300
1201,3244
4086,3278
4609,1358
3051,741
4081,4172
2260,4360
3509,1360
2863,2049
4420,103
4308,2009
870,2446
4855,3852
211,976
2777,2017
4585,4543
1404,1532
1872,4473
1230,4607
4181,4616
1518,3857
342,773
367,518
1208,2596
2693,1629
3648,835
4954,2729
3829,4100
4535,849
3133,375
97,22
1486,2072
105,312
4036,1018
3566,303
1931,1154
4594,4621
25,1453
1771,652
3736,435
411,1532
3689,2387
554,3167
4763,3068
4254,2776
1083,2501
3198,171
2453,2510
4112,444
4414,2909
755,611
4117,242
4005,4589
2966,4153
3331,2692
1520,790
2974,4073
805,4236
3376,553
2014,4008
1400,4688
4869,3861
3879,453
2198,151
569,11
3470,4227
1992,3409
2825,476
1748,2778
3556,3760
1277,2559
2323,1825
658,1452
3859,90
785,199
2124,4405
407,2256
3023,4536
3394,3351
3826,1127
4954,4838
2402,1296
4611,3769
3810,2736
3992,4572
1090,2956
2156,531
2408,1813
2415,4960
4408,3943
2932,1234
952,2199
3755,1361
765,4138
434,1475
963,2723
1684,2236
3814,1243
3053,912
4766,1414
837,1580
786,2024
4234,3423
2766,384
1939,1661
2392,3495
2023,3471
1897,3460
1726,4667
4727,3078
3079,246
2165,1914
1999,2482
1483,2879
4266,2777
4836,655
547,2002
3005,243
4654,4509
2379,1473
493,3395
676,4906
3888,713
1420,4403
1508,17
430,2091
4641,4025
152,371
2472,69
377,1771
1700,3433
2953,3488
2968,2443
814,3098
4336,1001
2206,2210
27,3346
746,3033
3027,3700
3829,2904
1951,4560
210,620
2877,4047
688,4319
2839,1448
652,4849
4242,565
336,2041
4696,380
3503,4238
3834,2656
1490,2378
2655,1387
3943,3356
2828,3171
2501,3557
2616,1665
660,2098
43,143
3867,2080
4546,3365
1501,21
2724,784
2559,3540
791,237
2816,1596
1188,3898
3584,2765
2511,4926
3173,1640
1313,3805
4781,1609
3047,603
223,4386
189,3464
1842,1532
3879,1170
532,4387
2902,1394
1710,4504
139,255
1682,3326
1756,3116
894,4112
4595,1496
77,3957
1781,263
2706,1923
4750,4032
3732,3470
1399,3833
1208,3265
275,1567
4478,178
3649,1804
4275,2232
1405,2337
1698,1186
1001,3777
1797,2721
546,4309
3286,947
3817,1849
2558,3308
940,1858
911,3130
1674,4678
2059,4309
1470,4389
464,210
4094,1999
4466,409
4237,4277
2074,4215
3705,1896
4115,1417
4262,4423
3733,2933
4183,3981
2935,3008
4874,635
735,43
3982,1443
184,308
1909,3935
711,3947
2913,1566
3690,4725
3759,2680
4290,3378
789,3381
553,189
2174,1894
4261,2380
3366,1046
2193,4991
4662,1379
785,4054
3711,839
1426,4666
4472,2664
1204,1395
2587,4625
3887,2261
3048,2326
4750,4932
1631,3499
2506,2623
3725,3913
3380,4096
4140,3922
2195,674
2229,1881
387,3927
4915,4004
2019,4221
4847,4997
992,4285
3624,3149
3105,4024
695,611
547,2714
2056,4828
2195,3838
225,1273
4332,987
3033,2951
4860,1341
4461,1636
3105,4802
2187,2239
4518,2760
1155,4878
338,156
4363,164
2281,2474
1830,768
3419,1232
1532,1910
2926,3241
3976,4289
259,1264
4184,4709
208,3931
1064,1692
2152,2692
3986,1607
4501,3110
4436,1559
1776,73
3711,851
2502,2356
2883,499
1252,3724
199,1881
519,2345
1185,4054
2333,213
2287,328
305,220
2989,564
61,2459
3498,957
1459,2503
2297,4587
767,3635
941,3480
3951,1833
1379,626
3180,3851
4316,1936
1041,1821
1782,3815
1695,4489
988,42
261,2684
3981,3730
3802,910
4404,4706
2878,3087
2253,491
3683,1920
3211,3550
2966,2643
4955,2212
1384,4761
2892,3890
4376,709
893,591
4567,3793
2240,3351
1514,3351
3748,33
543,2404
1263,60
1200,4932
815,3437
6,3258
1424,1083
2552,234
117,3666
1839,789
1559,4957
4000,4707
2194,4327
4014,873
4410,3657
3246,1188
3340,3650
2197,4427
3083,1596
3798,687
2588,437
1904,1405
4133,3246
1121,1094
2548,4978
3461,781
3676,1019
1706,4207
3040,3680
3838,2173
363,1250
3778,748
4753,1475
4042,1404
1594,4916
528,90
2627,2903
2903,4380
2303,1634
4471,4374
203,4527
2869,791
2076,1420
1718,3392
3738,198
2699,882
868,783
1187,726
3549,4723
3046,592
201,259
2940,4500
2234,1246
2557,463
2646,1003
2930,1330
2738,3584
3577,2631
2481,258
4191,303
4969,3886
4906,3626
3128,3299
1166,3507
1430,4019
1643,1687
4999,1340
2884,4925
2993,2028
3114,3681
3826,3230
4015,209
1935,759
200,4607
3404,896
266,2119
4137,3432
4166,541
3964,2944
4400,3507
1029,3109
2450,4190
1148,201
293,403
1216,1399
4296,273
4459,1033
341,2206
2621,3618
4025,3999
1995,1326
1424,836
652,3138
3686,4466
4456,2549
807,2955
4036,1118
3961,4977
1745,2132
2397,2008
1107,2536
1922,2302
3055,19
194,248
4616,3017
3289,4370
4655,571
1649,4231
167,4109
54,3649
4464,4859
1266,4737
3069,3495
3959,1031
344,1697
3507,3777
4253,4283
3832,63
962,1539
2789,2678
412,3788
1198,4417
2328,394
2227,2801
1503,1472
3229,4981
4811,1592
1761,2324
532,4127
4702,940
4984,218
110,1449
1072,2926
2465,2286
3302,3337
4337,3104
3414,4785
1561,1246
2520,4099
2636,2943
3526,2093
2618,3546
4349,4741
2500,1239
2768,4662
4991,1721
116,3560
4729,303
4358,1443
2034,2429
2746,1565
1486,917
4741,664
4090,2071
4441,4118
4304,1291
1767,2516
4008,2299
1479,3445
4049,3735
779,3707
3487,4514
3305,3994
2014,1089
3,3794
3997,2558
1224,1834
4654,3211
2252,1220
1800,3766
4387,2336
860,3391
1772,27
293,2961
3559,3527
4866,1699
4043,4640
3474,2617
1938,4605
4756,1287
1327,2529
1472,615
2049,4442
2839,4558
2810,1535
605,4107
3363,2519
3484,2381
2106,326
3535,4
1251,4098
1163,1096
2015,277
1975,1520
2414,2077
1603,1101
262,4220
2117,3102
2149,1498
2450,849
2711,3286
2580,2197
2971,1525
358,3671
835,1609
4160,495
963,1078
2023,482
3771,3178
2189,2297
3744,375
377,3857
1398,1987
4941,857
778,4931
2497,4769
2538,1312
3176,4081
1897,4651
4047,2025
451,48
1503,4802
4527,3099
4734,884
605,3570
945,1031
2779,1934
1449,4453
3466,2595
933,1302
1621,4299
3461,4615
390,714
1987,355
695,4736
4532,3955
1765,4472
3949,2833
1060,2274
1844,2422
4931,411
4402,3993
4282,2198
2898,3300
1022,1784
2704,2686
4257,366
995,1490
4577,247
2421,2004
1026,3634
186,3105
2286,3514
4823,2097
2012,3
1977,4907
690,4747
3347,159
1575,482
1298,2313
3665,1413
1007,2474
3005,118
839,2204
242,3158
2877,304
172,529
3705,3881
2452,4082
1601,3665
1542,1130
3702,4270
1232,1956
1160,3540
3930,3201
1696,1991
202,1759
3079,4395
1574,2755
889,57
2878,491
2878,2150
4413,945
194,2597
2496,4595
1130,2459
3515,4968
3951,2100
794,4324
665,3620
4235,699
420,3126
4446,4391
3,3592
3474,672
379,1551
1027,4792
2043,2982
2030,2476
3756,1133
2804,2262
1383,4081
559,2062
2667,3566
2461,3550
4500,979
2239,3687
1035,2187
4520,4051
3746,3835
3637,2403
1668,3716
1485,1779
4713,1676
4052,1535
4117,4013
3923,4214
4506,2772
3598,2549
454,4111
3211,3959
862,1914
3736,118
4761,908
172,123
2365,4946
3047,2754
4487,2715
2048,998
1605,614
1182,3252
1438,4770
3325,4305
229,3085
1407,2553
403,169
1973,3860
461,766
1292,3790
4859,1257
3626,2844
2272,1375
4446,4273
2071,3933
1162,3906
3333,2003
972,4051
1956,3590
292,2241
2830,3624
4460,4281
1849,2720
2357,358
3007,4120
3596,234
1839,2899
17,2185
2814,439
3181,2819
2938,743
148,3760
104,4710
661,334
4656,1998
4290,2781
1615,1470
699,2354
21,3837
3882,3385
2267,4903
3913,3719
4256,4730
2926,1600
3582,257
1281,2912
3142,3798
2430,4482
3114,2936
2798,4138
3054,2115
382,2483
3315,433
3619,980
2413,951
464,1424
74,1583
4506,3596
2299,3054
1891,496
4390,2757
141,1747
2289,3498
546,548
3230,4775
2819,1568
4853,4153
2910,1946
2232,3953
424,4488
4827,3786
1506,166
444,3600
3606,1584
222,4553
1580,2359
147,3302
4474,2171
2796,485
1152,3720
686,1039
4500,2963
1488,3530
599,2204
2083,390
2696,4505
1475,482
2863,3746
4466,3908
3169,4913
1298,4832
2062,1476
4340,4168
1412,394
1605,2343
960,1194
3136,4767
2737,444
2630,4529
1199,2635
2043,3393
1856,292
3182,3961
4017,4401
1925,1472
813,4168
4069,2198
4979,4786
3083,310
3940,805
3324,4330
1833,12
1275,3984
3636,1730
4412,2494
2223,4866
1070,2235
4278,3312
1928,2544
4745,2850
1634,1064
2248,2026
324,3057
4136,4264
3722,2425
4908,3883
2265,4438
1880,4936
3159,2278
2224,4297
1388,2530
4170,3213
3837,273
3591,4720
3381,259
1262,1062
1209,3883
191,619
4870,4245
2154,1965
1063,4463
4177,3223
3989,2534
4480,968
387,2017
3279,1734
2525,2809
3313,431
1452,3594
2020,1075
1590,4494
4385,3061
966,2687
3194,966
4603,4336
1397,2853
321,3348
2722,1356
2934,4772
4366,1351
4455,3595
4625,1274
2183,711
1241,1047
3740,2306
3313,4359
1835,603
1964,1462
4317,4628
2462,17
1587,4209
654,2753
3004,4841
2633,3868
1381,3536
2608,2240
251,2774
3096,112
1130,829
2783,2748
3613,4231
3822,2424
1755,3502
743,3152
480,2498
978,1951
1146,2868
2998,2728
301,832
1959,4443
851,3407
2532,1310
706,452
345,434
441,3768
840,4242
3186,3186
3253,4644
2839,2197
4307,2447
293,1330
3047,911
4106,1548
1627,4406
1511,1721
4077,884
4184,1748
2236,4504
4838,4100
904,3563
2343,4246
1344,1883
2403,1523
3478,990
3599,3173
1615,4607
3201,4116
983,405
1154,4644
9,890
2896,4744
1556,4573
3364,371
3350,3185
3074,830
1102,3441
2422,2075
884,1988
978,1130
3392,4992
99,4190
766,3284
2280,4492
975,1147
2354,2525
4675,1237
4933,2564
738,518
2581,2386
2091,1824
2537,2175
4410,3665
2870,1540
2565,60
3364,4514
4865,3400
3072,4743
940,3109
2673,904
3914,3066
3332,145
2160,3040
2571,2029
4965,4319
3386,1526
600,2495
1715,1818
2522,3277
950,506
3768,1942
685,4411
2265,936
2639,2300
1364,4982
2780,894
3063,50
879,4675
2490,4207
2197,3421
2812,1288
2265,1229
4586,635
2010,2255
3063,1589
1657,3610
1529,3481
1488,1112
1858,4072
426,2228
1271,521
1872,4928
936,3692
1522,1560
650,4806
1596,2106
2967,3383
1393,3754
1380,784
2095,4418
805,1961
1868,2268
2004,3966
284,4978
4193,1529
3273,1837
1498,2448
2965,1487
3431,431
522,633
2073,1627
591,310
1184,2029
150,1736
310,1307
3877,1575
2513,4851
3803,4759
737,2218
2600,2761
3631,3053
635,4053
4270,4012
4942,2681
389,712
3283,457
2122,663
2227,2378
345,715
3925,1706
1475,3247
1149,799
1191,497
1721,1796
2586,2894
1648,384
4227,1447
100,712
4337,853
1562,3158
1295,585
411,307
3824,4758
4895,2234
4256,281
4567,3649
33,3957
4806,4265
4959,1465
1059,1702
4005,3550
4396,4916
284,378
2104,3217
1315,157
1894,1457
3390,4834
3098,1598
1720,2948
859,163
194,3307
2054,3745
4586,2824
2911,1117
392,3775
3913,1129
4730,3906
988,3296
4174,4339
3575,1436
418,3929
3021,130
3164,2441
2203,3540
4987,3470
3321,979
2456,3302
3661,2300
57,3236
405,255
4400,3344
1225,2007
4165,4417
4954,4533
174,4020
2543,3581
4276,771
3756,4919
2319,863
2513,4702
771,4910
2923,1026
2635,3696
541,2731
2082,2524
231,506
4269,1184
4907,716
3014,3022
3738,1539
4241,2816
2834,2853
587,3869
2043,3801
1269,4551
4187,1627
1180,1058
4069,3826
1044,514
3720,4566
4722,3892
3219,3618
3689,4937
3341,2175
2369,3365
2725,2135
476,4160
3783,442
4605,300
4408,558
1677,1568
992,3759
3492,1468
372,472
2303,3865
1063,475
1577,4616
3956,4121
4419,2115
4627,1595
3823,3155
4739,3331
4004,2898
3240,96
523,2604
2017,2722
845,1913
2940,2670
2488,2292
3848,3408
4588,4621
122,3844
1513,510
3273,2287
3276,1004
1562,4830
609,3522
2900,4956
2684,1893
447,4032
2618,1946
2826,1266
3102,3369
291,4861
3905,1893
3021,455
3414,4774
1810,915
1857,1458
1087,669
1909,3495
2159,2542
74,4991
157,2233
1941,4708
4286,1077
2547,3818
819,831
1246,2406
4461,2978
1067,1644
4682,2396
299,1447
4321,1168
3117,4146
2259,3951
1408,4489
728,854
3562,4361
840,3702
4598,3364
2702,4150
3744,1616
3782,4586
832,2355
4329,1855
1308,2794
3118,2753
3757,4682
3548,1314
4114,2210
2836,2530
2074,3310
2704,4952
2991,2341
3765,3977
2845,2756
123,4319
3226,1287
3582,858
2544,363
2433,2495
4433,2661
27,1307
565,2586
2093,2756
375,1841
358,4604
4846,1158
1703,1898
840,3954
827,128
3032,693
100,4390
3520,168
1677,1825
899,2709
3860,2174
4125,1368
4375,199
1009,196
2635,2785
2091,2115
2102,3968
775,3737
794,2205
3607,2073
1244,3247
2985,3249
417,4548
170,404
4638,733
1951,3938
1363,2828
3373,2298
4585,681
1916,3427
4886,3841
3359,258
1454,3067
2494,3523
137,2303
749,265
892,1491
3623,4052
3597,3919
1496,4982
3247,1858
3677,658
3161,1033
4690,4756
3091,4941
3595,1472
2371,3825
1616,2727
804,4602
2447,116
3704,3850
1047,3416
3912,929
630,4186
2226,3172
438,3049
4067,3471
1704,2582
4003,2287
4943,58
693,3356
1344,3531
4263,4385
4158,3539
2975,4805
3257,4622
905,1388
1788,4649
2257,2004
188,802
3863,1249
635,2254
2456,4492
3402,3560
276,4342
1902,3837
325,2202
2002,262
2456,682
3065,876
3143,4136
234,2360
4424,3445
1517,4679
4102,4739
4747,4568
3334,1024
1004,349
3627,3434
3569,2026
1780,417
520,3147
723,563
4914,2480
2519,3558
976,2326
3038,3173
724,4066
1215,1409
804,3111
4271,574
67,881
4598,4112
4866,2043
3480,3533
4179,2419
3826,3731
1811,4762
3515,121
207,647
1411,1406
1435,4288
734,1323
4720,4286
75,1925
3857,2859
3748,699
3077,255
1742,905
1463,1813
3362,1902
4540,861
1735,4612
4407,2197
4647,2390
4789,2127
4754,952
1879,4212
1418,2221
4348,4375
1695,1362
3675,641
1382,4982
2795,4472
3321,3477
987,2351
350,179
3109,3759
4989,3466
932,2603
4149,4315
1984,1186
2353,1615
4913,4837
4601,156
4402,4288
2573,576
2293,3609
1162,3697
3320,2044
344,1301
4965,4429
2671,4421
1995,4047
4924,3318
2664,2465
3705,4980
4670,2477
1414,3398
1053,2088
4281,272
241,866
3226,4487
3886,4640
3109,3795
2291,2792
2677,1476
4645,2795
3882,1008
1004,2804
1314,3613
1362,1748
3958,1175
2361,1428
4682,2531
1068,446
2301,74
