S_i,A_i
7,211
4,297
3,288
10,208
6,222
6,288
8,237
3,262
9,260
8,264
6,204
5,255
9,203
4,235
7,293
4,227
3,293
7,257
1,268
10,245
6,225
1,231
9,285
8,253
6,269
6,235
8,261
3,287
8,257
10,214
8,215
3,264
7,288
1,286
4,293
2,244
3,252
9,293
6,230
5,278
8,221
6,300
5,202
5,289
5,278
9,267
5,213
2,258
1,244
1,254
5,230
1,212
8,243
3,256
7,227
8,289
10,234
8,258
10,241
8,209
9,223
4,220
5,214
7,204
1,262
8,285
5,231
4,296
8,232
9,246
8,204
8,210
7,231
4,286
2,222
2,253
2,271
9,297
10,290
6,240
5,247
3,225
7,268
10,254
3,280
8,261
2,287
3,287
1,242
3,261
2,282
2,238
2,282
1,207
9,236
5,294
1,235
10,202
7,202
10,217
2,213
3,292
6,231
9,297
9,293
4,255
1,200
9,249
10,220
1,289
1,236
7,202
7,278
1,270
2,300
10,227
3,249
4,203
7,275
10,290
4,284
8,208
6,242
6,270
6,283
9,267
2,229
6,288
7,204
3,203
6,201
10,226
1,282
9,210
1,226
4,288
6,252
4,259
9,271
1,282
5,260
10,283
9,218
2,281
3,237
3,276
3,292
1,238
7,240
4,265
9,241
6,243
2,262
4,235
9,223
1,291
8,222
9,219
1,249
3,297
9,227
8,279
8,297
3,246
6,219
2,214
4,282
7,228
3,205
3,244
6,254
1,222
8,262
6,241
7,270
4,246
7,290
1,207
1,269
10,207
5,283
9,270
8,240
9,208
8,250
7,289
7,278
6,262
9,276
10,237
4,239
3,203
6,225
5,265
6,282
4,260
4,224
9,265
4,254
3,291
6,253
1,203
5,223
7,200
4,294
9,277
1,200
2,256
10,211
8,276
7,233
9,230
1,231
2,275
6,209
4,270
2,289
2,246
6,221
7,223
8,264
7,285
6,222
8,212
8,235
9,266
8,269
6,299
10,225
2,239
9,243
7,210
4,257
4,232
1,286
10,242
2,245
5,253
9,275
2,255
5,201
5,251
5,254
7,286
6,215
7,277
5,298
9,222
6,209
1,299
2,279
6,271
2,212
3,278
6,265
1,256
8,248
10,223
8,236
1,294
8,237
9,220
4,269
8,235
8,259
8,273
9,217
9,253
10,255
6,226
4,220
8,248
1,288
10,283
10,245
1,267
1,244
7,254
2,254
10,253
8,284
7,291
3,285
7,293
9,285
3,297
6,289
3,273
3,270
8,300
2,242
4,294
5,288
10,239
7,264
8,293
3,257
2,296
10,298
8,203
8,206
1,200
4,232
10,300
3,213
8,242
4,230
7,210
5,269
6,227
5,218
4,286
3,210
7,248
9,231
3,204
10,201
8,274
7,246
10,279
4,259
1,254
4,281
4,200
8,284
2,270
2,254
4,260
5,267
3,298
6,217
8,270
10,238
2,291
9,220
3,258
9,298
3,234
9,274
8,213
4,278
8,257
5,276
1,285
9,256
8,233
2,226
4,216
8,245
3,255
3,217
4,221
8,267
6,232
9,266
10,245
10,229
5,241
3,281
1,263
2,235
7,215
7,276
2,242
5,251
10,209
6,260
6,259
5,218
8,222
4,209
10,253
9,243
4,224
3,287
7,260
9,298
10,280
8,241
8,276
5,212
2,232
5,278
8,234
10,210
2,217
5,267
1,279
6,285
10,295
10,280
1,247
1,272
6,290
3,235
2,236
4,280
8,276
7,289
6,248
9,277
6,208
8,278
2,257
7,218
2,249
4,251
8,294
6,282
7,247
2,203
7,226
10,293
2,248
1,234
4,261
5,218
1,260
8,220
6,221
2,268
8,217
4,257
2,271
8,288
9,294
3,281
9,222
7,298
9,266
9,268
10,212
3,259
2,202
1,210
4,293
5,219
1,295
6,200
1,229
5,283
7,265
5,283
6,273
1,250
7,290
2,243
9,289
3,248
10,296
7,231
5,200
5,281
9,233
1,282
7,262
7,232
7,259
8,244
5,252
9,270
2,211
10,248
8,255
8,240
5,289
3,274
2,266
6,207
5,239
6,203
8,249
8,207
9,260
4,205
1,294
7,274
7,257
3,220
1,213
9,272
8,294
10,215
7,203
10,214
5,203
5,207
10,231
9,223
6,200
9,285
6,225
10,219
7,252
6,246
1,213
8,289
8,260
4,239
4,264
2,240
6,211
1,210
9,237
4,246
4,255
3,228
7,289
9,217
6,263
8,227
7,201
9,236
2,216
1,278
3,219
4,218
5,264
9,278
9,282
4,257
2,258
9,260
10,212
5,293
4,278
6,238
7,206
10,250
6,297
9,286
9,273
5,200
9,292
1,274
3,287
10,261
9,211
7,235
10,287
8,252
3,267
5,262
2,290
8,265
1,293
5,289
6,210
3,211
5,205
6,216
10,222
6,269
3,260
7,283
7,249
7,236
3,261
3,215
2,270
8,202
9,235
8,213
9,243
5,274
1,218
10,262
8,272
4,296
6,271
3,281
3,212
9,214
4,260
3,281
5,291
7,227
8,215
8,206
9,218
9,267
8,262
3,217
8,229
3,206
1,253
2,276
2,291
2,205
6,235
5,288
2,216
5,248
3,275
2,203
5,263
2,254
1,258
9,233
4,239
8,224
8,254
3,219
3,276
10,226
3,253
10,274
8,233
9,296
4,290
5,204
5,286
10,286
6,213
8,236
9,239
2,231
6,205
10,205
9,218
1,262
2,263
10,248
4,207
2,246
8,205
3,236
4,295
5,277
6,204
1,204
1,286
8,244
5,276
2,260
6,229
2,298
7,297
2,236
5,206
4,282
2,227
1,252
5,200
9,203
10,266
8,299
8,269
8,263
2,296
9,211
8,295
1,235
7,297
10,227
6,296
4,248
6,209
4,233
10,201
1,268
1,279
7,215
4,218
6,237
2,211
7,228
9,278
4,274
8,275
8,213
1,251
7,230
4,209
9,200
10,285
4,265
3,300
9,246
9,287
6,281
5,300
8,213
8,215
1,243
3,295
1,263
3,226
4,202
7,241
6,237
3,295
6,297
10,263
1,210
6,282
2,284
1,229
10,264
8,277
6,256
8,200
10,202
5,297
4,209
6,242
10,237
2,219
5,217
9,201
4,229
1,212
6,220
10,244
4,211
8,213
4,221
1,292
9,300
2,284
3,213
3,246
4,223
3,217
6,210
10,285
9,218
10,240
5,229
7,243
8,221
10,271
9,220
5,243
8,202
10,270
7,207
10,200
1,242
10,300
5,248
1,276
7,263
7,224
9,211
3,299
8,222
5,278
10,252
4,202
2,270
10,294
2,264
6,245
3,235
4,226
3,223
6,287
8,273
9,263
4,202
8,250
3,243
3,299
10,243
2,218
6,238
1,292
2,291
7,296
8,245
2,270
7,252
7,208
4,255
5,281
2,220
7,216
8,254
6,284
10,278
1,292
1,298
10,278
9,246
7,300
4,267
6,289
1,275
10,269
8,274
4,284
8,243
2,206
2,271
2,264
5,246
10,217
10,279
10,252
5,209
4,237
1,227
2,216
6,250
4,221
8,293
5,278
9,220
2,252
8,244
10,278
2,270
8,275
2,238
2,278
5,263
9,253
5,235
2,216
7,265
8,243
8,267
3,213
3,281
4,258
9,285
4,223
8,232
2,201
5,254
4,289
1,244
1,267
4,236
8,226
7,246
1,266
7,239
6,271
8,300
6,289
8,271
9,263
4,292
2,224
2,227
1,226
7,272
6,204
7,259
7,215
9,243
5,285
8,223
6,207
4,243
9,273
9,290
8,260
10,236
1,219
5,217
10,229
10,260
4,201
4,249
5,285
9,210
8,225
1,273
5,225
7,222
10,213
4,274
2,221
9,271
4,280
1,286
10,295
8,270
6,253
2,268
7,281
10,256
6,240
3,282
2,291
1,216
8,276
6,271
4,243
6,205
1,245
1,213
1,284
6,200
1,282
9,255
8,220
1,223
9,270
6,262
6,295
5,230
7,260
8,263
6,275
8,296
1,270
10,281
6,218
9,269
6,275
5,270
10,252
8,208
9,287
6,235
6,220
3,267
10,290
9,299
6,266
7,291
3,239
7,238
7,234
1,274
7,207
7,283
7,285
4,233
10,272
9,228
5,286
6,258
2,245
10,247
5,226
8,258
9,299
10,203
5,245
9,251
6,298
10,222
6,235
10,203
8,219
4,264
10,265
1,296
4,284
6,207
10,280
2,284
10,266
3,297
8,234
2,224
1,290
8,236
3,285
2,234
9,212
2,233
10,224
10,271
2,257
1,288
2,285
1,266
7,291
8,261
7,282
2,296
7,254
7,212
10,276
10,249
4,209
3,289
2,207
1,230
4,275
7,237
8,270
3,254
10,248
4,267
1,254
10,279
7,251
8,246
2,206
10,298
7,287
3,213
6,265
6,260
1,223
3,240
8,246
9,201
9,201
3,276
1,230
9,237
8,297
8,254
5,258
3,260
8,292
7,228
8,249
9,270
10,246
7,235
2,285
9,290
8,204
2,228
7,247
10,245
7,283
4,243
6,229
2,236
1,269
3,241
6,240
6,278
5,252
4,219
7,272
2,290
1,228
8,235
9,249
8,206
1,232
8,299
1,227
9,235
4,243
9,213
3,241
6,265
2,210
1,208
3,253
1,234
6,281
2,257
10,207
2,247
2,295
8,241
9,257
4,232
10,251
5,248
3,298
8,221
6,263
4,257
5,270
4,208
4,206
9,205
3,264
9,294
2,266
2,272
9,245
3,223
9,277
6,261
3,208
4,247
2,278
7,256
4,247
6,208
7,208
9,216
7,201
2,259
7,217
3,216
3,253
7,267
3,251
1,292
10,250
10,251
7,230
5,213
2,295
3,267
1,299
4,233
2,286
9,287
1,288
3,268
5,271
1,270
8,287
5,234
8,220
2,282
5,253
8,286
4,229
6,252
4,207
9,217
4,277
1,214
1,211
9,223
4,203
10,249
3,254
1,241
7,207
3,240
4,256
1,248
5,241
7,208
1,252
8,208
4,253
2,257
2,226
10,222
9,218
8,239
10,276
5,267
8,271
8,207
10,298
10,225
2,218
8,219
9,269
1,284
3,286
9,204
4,279
9,287
5,214
10,234
7,259
6,206
4,221
9,286
7,268
4,286
3,287
5,245
6,227
10,236
8,200
2,219
2,258
9,220
3,280
5,298
9,288
2,248
5,296
5,296
10,283
2,219
5,225
6,237
6,289
3,249
9,283
4,273
6,222
9,239
7,229
10,247
6,230
1,292
7,284
7,240
10,245
3,256
7,248
6,237
1,246
8,256
9,208
8,200
7,250
10,208
4,294
1,292
4,217
4,258
4,289
5,242
1,235
10,250
8,277
9,223
4,211
10,276
6,234
5,200
9,288
7,239
4,205
6,297
9,260
4,268
9,275
10,249
6,231
1,283
4,228
9,229
9,266
8,249
1,278
3,298
10,246
5,269
3,288
7,273
5,260
4,206
4,256
10,228
9,288
6,203
5,285
1,264
4,268
10,231
6,225
5,279
3,294
3,230
7,214
2,241
9,210
7,238
10,271
7,275
2,217
5,275
8,263
7,226
9,255
2,200
1,284
8,247
4,219
6,295
8,200
1,214
10,236
5,258
4,204
7,215
8,235
4,245
9,265
10,267
2,268
8,261
10,231
4,280
7,227
8,281
3,274
8,222
9,253
2,300
5,215
9,297
7,266
8,242
3,259
9,262
2,262
2,204
5,278
7,227
9,214
8,282
2,214
9,221
3,291
3,222
9,228
7,201
3,243
8,252
9,232
2,221
1,265
1,226
8,244
8,237
10,284
10,222
6,206
3,291
1,228
1,234
9,292
1,272
3,268
7,224
7,255
9,269
9,269
2,278
4,249
2,284
6,206
4,225
7,249
7,246
7,291
5,218
1,262
3,264
1,236
2,292
6,259
5,270
5,300
7,295
2,203
5,207
9,248
5,214
5,202
7,299
2,264
1,268
4,224
4,247
1,239
8,274
2,288
2,297
3,278
5,272
3,298
10,235
4,251
3,223
7,276
6,270
9,235
6,261
8,221
5,202
6,276
9,295
10,291
6,219
1,243
10,266
6,213
6,220
2,214
5,267
9,217
7,297
9,275
5,266
4,215
9,257
9,251
5,216
7,203
2,229
6,267
8,296
7,276
6,221
8,228
5,262
3,235
10,248
6,246
5,276
4,295
1,284
7,239
6,284
1,233
5,200
4,290
10,237
8,244
9,281
8,276
2,223
7,278
3,206
4,270
2,231
4,289
8,216
1,286
4,258
4,204
6,217
1,278
7,257
5,297
10,212
10,292
10,209
3,226
6,223
8,276
7,213
4,284
8,262
9,254
9,237
2,299
5,268
4,201
3,230
5,202
10,200
5,286
6,207
4,215
1,292
10,204
3,276
2,284
9,284
4,269
1,255
2,300
10,211
10,262
2,221
6,248
6,263
9,267
9,284
4,210
6,251
10,208
3,201
9,296
1,224
8,219
9,234
6,285
4,205
4,290
7,299
4,241
1,267
1,277
8,208
6,211
1,239
7,218
1,228
3,220
7,269
7,247
1,248
7,279
9,300
3,222
8,269
10,220
1,267
9,274
7,229
8,294
8,292
9,257
9,297
6,289
1,262
9,295
8,204
10,242
4,237
1,274
6,216
5,293
1,265
8,212
6,287
5,273
10,261
9,274
3,271
6,202
1,224
9,269
10,222
7,237
1,269
3,246
6,289
9,213
1,223
2,239
5,200
2,295
7,249
4,265
9,266
9,261
9,280
2,292
6,213
2,270
4,205
3,205
10,256
10,281
1,231
4,233
5,267
5,212
10,247
7,274
6,270
9,281
9,273
4,250
7,236
8,289
7,291
10,285
2,290
9,246
5,201
4,209
9,273
6,235
5,229
2,222
10,290
1,257
7,213
7,266
9,291
4,218
6,275
8,205
6,292
6,204
4,276
1,249
7,291
1,223
2,272
10,220
8,231
3,299
1,275
5,291
8,250
1,265
4,203
9,266
9,202
7,292
5,272
2,252
8,242
3,246
2,224
3,297
2,226
9,256
4,220
10,265
7,254
9,237
8,258
8,269
7,274
6,300
7,206
9,273
9,270
4,227
4,290
10,213
2,296
6,282
7,250
10,297
4,257
3,299
7,208
8,233
8,219
10,240
10,265
2,256
8,203
8,259
8,275
2,248
4,232
10,229
1,213
8,229
3,216
7,256
7,227
8,254
7,296
6,239
8,280
8,207
3,235
10,295
9,216
1,226
7,210
5,245
1,287
8,226
7,220
10,255
2,255
6,290
7,252
5,293
3,232
8,288
8,239
1,276
7,299
9,270
7,240
4,280
2,222
9,237
2,289
1,265
5,283
5,232
9,294
5,215
10,212
6,202
5,280
8,201
9,284
5,218
5,287
3,226
9,272
1,218
7,236
1,205
9,277
5,252
7,222
5,297
5,200
7,256
1,218
10,236
1,281
1,281
5,299
8,268
6,214
8,222
2,236
2,257
6,211
7,291
1,252
4,212
6,292
3,233
1,220
9,295
7,259
5,247
4,257
6,240
5,248
1,275
6,234
7,289
10,290
6,288
8,203
10,203
10,265
3,242
5,262
4,297
4,274
8,257
6,204
5,287
5,289
5,265
8,268
4,234
8,268
6,221
9,237
6,293
5,227
5,269
3,246
6,240
6,279
10,255
1,224
2,208
2,277
8,243
3,291
3,214
5,224
6,242
1,274
10,275
5,207
5,259
10,281
5,236
10,251
5,247
6,282
1,282
10,226
4,273
3,288
5,288
6,263
9,240
10,204
4,291
9,282
6,267
1,210
1,265
8,246
2,279
10,269
5,285
3,253
10,237
1,273
3,269
6,236
5,293
6,268
9,265
7,230
5,245
3,251
6,264
2,289
5,202
10,275
9,219
2,299
8,247
2,244
7,227
6,208
6,295
4,209
2,243
6,245
3,279
2,209
5,276
6,296
3,300
9,255
9,295
9,202
5,239
10,228
6,291
8,278
9,253
3,283
6,267
3,270
3,223
5,279
3,209
1,240
2,267
1,267
10,265
7,264
7,209
4,219
5,298
1,279
4,278
7,285
7,233
8,224
6,227
3,286
10,245
6,299
5,242
6,247
3,235
3,228
6,213
2,206
1,206
7,243
8,217
3,293
3,291
2,268
7,269
4,223
5,252
8,253
6,261
7,227
10,287
2,209
7,285
8,243
10,261
8,299
6,294
6,271
9,239
7,251
10,219
1,203
5,272
9,273
1,252
5,230
5,218
6,223
3,221
2,230
8,224
9,291
1,273
4,237
9,207
5,235
9,268
9,257
3,210
2,238
6,210
1,208
6,298
10,228
9,205
4,238
5,231
2,261
1,282
5,227
1,236
8,235
9,268
5,216
2,227
8,218
6,220
8,268
10,254
6,257
5,225
5,204
5,238
3,271
9,272
7,279
3,246
8,252
7,272
7,290
8,257
8,230
3,297
9,208
3,278
7,294
7,281
8,298
1,248
1,203
3,206
3,240
5,220
8,269
9,203
3,299
4,263
9,219
8,225
10,280
10,229
9,204
3,253
5,218
8,247
2,227
5,228
1,279
9,265
2,235
3,285
9,236
9,298
9,299
4,262
5,233
7,295
5,246
4,283
4,288
3,233
9,264
6,207
1,228
2,214
4,203
3,257
10,208
3,234
6,273
9,238
2,215
6,237
5,233
5,213
1,234
6,233
4,236
9,282
4,242
7,202
8,212
5,280
3,203
9,216
10,286
2,274
1,293
7,233
7,261
6,231
9,289
1,276
6,248
1,227
10,262
9,227
4,243
4,227
7,215
1,239
5,229
8,216
6,201
1,285
1,223
8,283
5,258
3,283
3,234
9,257
3,256
1,288
10,237
9,257
8,209
10,256
4,278
4,219
7,247
6,290
7,236
5,250
4,255
10,247
5,211
3,263
7,300
4,235
9,295
6,213
2,296
7,237
5,267
2,292
1,258
3,271
5,227
3,240
5,205
2,291
3,237
3,238
7,239
3,234
1,222
6,281
3,262
8,279
9,287
8,249
8,277
7,258
5,262
7,279
1,255
2,220
8,279
1,289
5,299
5,288
1,275
5,240
9,253
4,200
9,256
3,223
4,230
9,263
3,259
7,271
10,285
4,285
6,232
8,293
6,289
6,294
8,246
8,259
6,269
8,254
5,200
7,285
9,267
10,274
3,201
7,275
2,211
2,289
3,274
5,291
1,231
10,295
10,209
10,283
9,281
2,236
10,268
3,283
2,255
3,235
9,216
6,238
3,241
5,205
9,293
7,257
8,240
7,251
8,300
1,263
4,275
4,211
5,277
3,237
2,277
4,256
1,286
10,275
10,224
3,237
10,244
7,234
2,210
4,257
4,213
5,230
10,242
4,235
7,239
7,282
8,220
6,244
10,263
2,228
2,244
4,225
1,251
1,261
1,234
8,263
1,263
4,293
7,201
6,221
3,230
6,290
3,241
7,256
2,226
5,299
10,252
8,243
6,220
7,281
8,288
10,217
10,241
10,269
7,295
9,262
9,225
6,236
6,261
1,291
10,212
10,281
5,283
4,299
10,290
3,250
2,272
2,226
9,293
6,245
6,213
6,221
5,249
9,226
9,248
8,287
6,201
8,213
9,276
8,297
9,275
3,257
5,212
7,202
7,251
1,269
7,266
3,223
6,261
1,282
2,243
4,234
7,250
1,217
7,213
5,248
3,229
1,285
5,249
9,204
2,299
8,276
8,274
9,220
2,269
8,276
9,289
1,219
9,285
7,269
2,212
9,291
8,200
9,294
9,251
4,247
7,238
4,250
2,235
9,282
7,202
9,230
10,253
4,282
5,223
1,205
8,290
3,266
3,225
8,211
7,212
9,296
10,266
1,283
8,240
10,256
3,237
5,207
5,246
4,200
2,253
6,253
8,280
4,208
8,260
3,205
7,228
5,239
7,298
4,253
4,298
5,224
9,289
10,296
10,235
5,222
5,230
10,209
8,263
5,203
3,287
8,259
5,265
2,249
7,210
5,218
8,273
7,200
3,219
10,207
2,214
10,290
8,204
4,228
2,247
1,298
5,280
6,295
2,270
5,213
1,247
3,249
8,264
4,234
6,234
7,204
5,282
2,282
7,290
6,221
3,222
3,292
7,292
1,264
10,237
10,286
5,289
6,248
9,219
4,244
8,244
9,298
6,220
10,213
1,299
2,214
6,263
9,289
1,283
2,202
3,270
5,221
10,246
1,259
10,215
4,221
9,225
8,237
3,271
6,238
10,271
8,292
1,205
1,254
3,201
9,215
6,270
2,206
10,256
1,293
10,253
10,230
1,204
1,264
4,266
6,214
10,204
10,289
2,204
5,239
5,269
10,224
3,287
1,223
5,277
7,285
3,225
1,295
1,288
4,271
4,215
5,297
8,251
8,266
3,231
1,228
8,270
7,223
5,286
7,288
4,232
10,298
6,259
3,273
5,203
6,244
6,239
8,207
5,230
8,268
6,243
9,210
8,299
2,250
9,229
1,257
6,234
10,218
3,222
4,200
7,289
7,203
10,240
9,227
4,297
4,233
4,223
1,235
2,249
4,222
3,247
1,274
3,266
8,300
1,222
8,213
6,213
4,251
7,261
10,218
4,282
3,254
4,283
1,273
4,291
2,252
7,261
6,262
7,257
7,221
8,276
8,283
6,272
9,229
1,257
2,201
10,299
4,224
1,234
3,277
2,240
6,246
7,250
8,252
5,289
5,275
9,264
5,294
5,262
2,242
6,245
3,216
8,257
5,262
8,227
8,259
1,243
4,233
4,276
8,238
5,281
6,293
10,299
1,263
3,297
6,206
2,238
10,219
7,211
7,259
2,284
7,207
5,265
3,298
3,297
10,283
4,268
4,285
7,204
2,285
1,235
2,279
9,265
7,230
4,293
1,211
4,212
8,233
4,295
5,292
10,235
2,288
6,224
7,232
2,217
3,259
8,259
7,205
4,219
2,299
7,264
7,220
5,245
6,247
7,212
7,212
9,229
7,298
5,262
9,286
2,223
3,250
3,232
5,222
6,207
7,204
4,269
1,271
2,248
8,247
8,210
7,279
6,231
7,212
5,200
7,205
5,238
6,244
7,269
9,285
4,274
7,248
2,249
4,218
7,206
10,202
6,200
3,224
9,206
9,287
5,209
7,221
2,260
5,283
9,210
9,285
3,235
9,224
9,252
10,207
6,269
9,221
7,272
9,266
5,212
2,265
5,262
4,218
6,266
1,289
9,251
10,252
9,249
9,276
2,225
9,205
7,260
6,238
2,269
9,258
6,235
6,248
9,205
5,216
4,277
8,229
9,210
6,275
7,261
3,207
5,253
10,220
1,289
2,209
1,269
1,213
8,294
10,201
5,271
10,220
6,219
7,289
7,226
3,267
1,244
5,244
6,262
2,297
7,201
3,295
10,218
1,260
5,247
4,229
1,264
5,240
9,235
9,216
8,236
10,239
8,300
4,282
1,251
9,225
3,275
7,267
1,214
3,251
6,269
8,264
4,294
2,218
1,273
6,217
2,280
5,263
7,217
2,250
3,249
4,217
9,286
3,218
4,229
1,209
8,239
5,218
8,238
10,223
8,283
1,219
4,298
5,216
1,219
2,272
2,215
10,207
4,295
5,223
10,243
9,287
4,220
4,244
2,282
6,284
3,300
6,261
7,211
6,294
5,202
10,220
7,243
7,263
10,243
2,223
9,275
8,216
3,217
10,222
10,284
10,272
9,273
7,226
3,279
9,204
7,244
2,252
6,218
6,207
5,240
10,230
4,273
3,239
9,297
8,208
6,218
2,224
7,295
6,228
2,295
5,278
5,204
2,280
3,299
4,285
7,263
3,247
5,285
7,293
7,292
2,270
5,245
3,237
6,230
8,220
5,218
3,219
9,212
2,243
9,284
8,213
3,228
4,201
7,260
6,252
6,263
4,249
5,273
3,261
8,212
9,279
6,288
10,254
9,236
8,237
7,236
5,225
4,299
8,209
3,250
7,269
7,249
2,272
2,218
2,232
4,257
8,279
8,255
7,278
1,264
8,248
4,292
6,296
4,256
2,207
4,251
8,239
4,297
9,208
1,291
8,204
5,258
1,269
7,263
8,231
5,293
8,260
3,275
1,238
5,203
9,269
7,235
2,273
9,225
10,286
9,221
8,215
9,252
7,269
2,215
2,226
10,212
10,283
9,270
5,213
10,233
7,232
10,216
7,201
5,232
9,269
6,277
10,255
9,210
9,282
10,220
3,294
4,292
10,231
5,228
2,208
5,273
9,232
5,218
4,218
10,261
2,227
4,260
3,292
7,236
6,225
4,261
4,206
2,212
10,291
1,234
6,230
5,258
9,286
3,222
7,249
2,206
10,216
1,212
3,229
9,285
10,290
9,241
4,259
7,207
10,290
9,255
8,232
1,282
10,262
5,230
2,286
2,218
6,206
5,255
4,288
2,212
4,238
8,251
4,252
6,213
5,300
4,220
10,236
5,295
8,279
9,228
2,266
1,235
5,238
6,235
7,236
1,265
5,227
6,230
5,235
7,274
10,221
9,245
3,276
5,239
9,240
5,296
6,204
1,285
2,258
3,248
6,247
9,271
5,286
10,255
3,216
1,202
10,208
1,215
3,280
2,236
8,237
3,290
2,253
2,206
5,238
8,269
8,278
10,289
4,247
4,270
2,204
8,215
6,219
6,274
7,274
4,205
6,258
2,251
6,248
10,215
9,282
10,282
10,263
6,227
1,229
7,277
3,215
5,279
9,292
6,291
5,294
6,221
9,244
5,231
9,256
3,272
2,222
4,206
3,236
8,275
4,246
6,244
9,237
1,203
7,276
3,230
8,265
7,235
2,228
6,285
7,261
10,251
5,284
5,252
3,219
9,208
6,214
1,232
3,227
5,201
5,226
9,297
3,297
2,218
5,251
6,222
3,210
4,221
1,238
2,212
1,296
2,222
10,254
7,264
6,240
1,279
2,261
9,237
3,234
9,257
6,276
6,203
4,205
4,266
9,235
8,296
1,282
9,236
7,297
5,295
2,241
7,251
9,288
5,253
1,255
6,247
9,277
5,220
1,217
7,205
6,271
5,238
1,251
6,248
4,201
3,285
1,299
10,283
5,292
3,272
1,203
10,269
8,273
1,224
4,205
2,261
6,260
6,294
3,250
8,262
10,236
10,226
7,234
1,271
10,280
4,292
5,227
6,259
9,215
5,218
1,229
8,205
1,224
2,299
2,243
8,241
3,235
10,212
2,234
3,215
1,273
6,216
4,214
2,274
2,293
2,256
7,290
2,300
8,208
5,271
8,226
2,200
3,228
5,245
1,288
9,271
6,212
10,217
8,247
7,221
5,240
3,221
1,286
7,268
9,215
6,271
5,251
4,210
6,242
4,299
6,223
10,253
2,214
8,246
2,247
1,241
2,202
8,297
7,285
8,233
4,276
4,231
2,267
4,246
9,269
1,227
3,218
3,201
10,241
3,282
1,276
1,201
8,228
6,252
2,263
2,292
5,205
5,243
5,207
10,294
3,266
6,247
5,297
3,266
5,246
3,229
8,201
1,221
10,225
10,201
10,236
1,300
5,233
3,264
10,243
5,278
10,293
7,298
4,256
7,289
10,244
9,281
3,265
4,266
3,300
5,237
10,219
7,200
4,212
6,249
7,281
7,214
5,291
6,219
8,236
4,204
3,284
8,282
5,254
3,255
6,202
10,204
1,268
7,287
9,300
10,258
4,256
6,290
5,219
2,226
9,217
9,225
3,211
8,231
3,257
8,281
6,256
5,200
6,231
4,254
3,270
8,253
9,270
8,299
5,235
7,292
10,208
6,234
9,287
7,247
8,289
5,236
4,270
8,240
4,265
5,200
8,231
2,211
7,222
6,227
6,246
6,205
6,238
10,220
1,250
8,292
7,276
9,219
9,271
7,236
9,278
8,267
1,246
3,219
1,300
1,277
7,260
7,267
4,272
6,254
4,277
10,293
1,240
1,222
1,223
4,208
2,240
5,276
4,238
6,210
5,264
5,230
3,272
3,253
7,240
3,239
7,283
8,260
7,290
3,273
9,227
8,286
5,258
7,270
5,223
9,242
10,228
2,283
2,280
8,260
8,219
8,229
3,259
8,246
5,253
2,280
4,272
10,284
6,288
5,240
10,268
6,234
6,208
6,210
3,293
5,203
3,298
10,246
5,279
10,284
8,207
4,214
2,292
10,269
1,271
7,214
5,297
7,257
9,252
2,229
6,218
10,254
5,287
5,270
4,247
7,236
5,297
2,238
6,217
6,289
8,271
4,218
9,210
5,279
9,206
10,208
6,288
2,217
8,214
1,292
9,235
7,257
5,229
7,283
5,280
4,224
2,296
1,279
7,300
9,293
7,228
5,201
6,300
4,295
4,230
4,210
6,266
5,288
10,264
5,288
7,252
4,271
1,201
6,269
4,298
1,262
2,245
9,224
4,253
7,211
2,226
7,227
3,271
9,204
9,287
10,210
3,250
7,236
9,287
1,296
8,287
10,222
4,227
5,211
4,286
4,222
3,298
6,204
9,250
5,247
7,253
4,223
10,288
1,289
9,277
10,240
5,281
10,228
9,227
2,263
2,219
8,283
6,200
8,259
7,261
8,295
5,258
10,290
2,222
3,230
1,239
7,277
8,209
3,201
10,283
3,208
9,289
10,293
3,213
8,269
7,243
7,274
7,216
5,240
6,268
1,226
7,242
6,280
9,297
9,220
1,234
4,248
1,262
4,216
2,243
7,242
10,286
2,245
1,224
10,294
1,280
5,250
3,201
8,292
1,274
1,221
5,259
4,249
2,211
9,272
6,278
2,239
5,214
3,238
7,216
8,279
5,216
5,293
4,276
7,212
8,289
4,249
2,217
1,286
8,282
10,218
6,276
1,224
4,275
2,280
10,223
7,221
6,274
6,219
9,218
9,211
4,286
7,222
1,278
1,211
10,286
10,230
10,226
8,205
2,249
6,283
1,263
3,208
7,292
8,210
3,203
2,289
9,284
5,274
3,279
7,283
5,292
5,269
5,296
1,226
10,213
8,228
6,212
8,215
1,249
1,236
5,256
3,298
4,291
10,287
8,285
1,274
7,269
6,287
7,266
3,281
10,211
2,257
5,285
10,224
2,290
1,271
7,260
5,274
2,286
9,229
10,258
2,268
4,240
1,226
1,257
1,263
3,206
6,284
3,203
7,257
3,249
2,212
1,287
9,223
7,211
9,259
6,210
7,211
9,204
1,223
7,236
9,298
8,286
8,283
6,280
1,222
9,219
3,275
7,259
5,267
2,232
6,252
1,252
10,246
9,258
5,258
7,234
5,206
8,249
2,222
8,231
10,290
8,281
2,249
7,205
10,273
5,290
10,271
10,201
7,267
10,213
7,223
10,236
9,278
10,221
1,214
1,223
5,250
9,230
1,267
5,226
9,201
9,275
4,237
4,273
10,279
8,270
5,284
1,211
2,237
5,211
6,210
2,252
5,274
7,253
6,255
8,267
6,274
8,212
8,252
7,209
6,218
7,257
7,289
10,276
3,225
9,290
7,211
3,234
